start,stop,pretty_duration,duration,project_name,pid,wid,id,guid,billable,description,duronly,at,uid,tags,active
2023-04-27 17:38:34,2023-04-27 19:00:34,1h 22m,4920,BlueLabs,188664611,6262077,2946789010,6c5313968f05fe290f31f8d154740f90,FALSE,(6768) Plans Phase 2 Launch Report: Writing the Report,TRUE,2023-04-27T19:22:32+00:00,8342459,,TRUE
2023-04-27 14:15:51,2023-04-27 14:50:51,35m,2100,BlueLabs,188664611,6262077,2946445184,a410e941e3f575522fefde06b3de344f,FALSE,(6768) Plans Phase 2 Launch Report: Writing the Report,TRUE,2023-04-27T15:08:00+00:00,8342459,,TRUE
2023-04-26 20:10:06,2023-04-26 20:29:06,19m,1140,BlueLabs,188664611,6262077,2945240679,45f2fec95b0e033e53bdf399ddc65980,FALSE,(6764) Delete My Account Launch Report: Analysis,TRUE,2023-04-26T20:29:41+00:00,8342459,,TRUE
2023-04-26 20:01:16,2023-04-26 20:08:16,7m,420,BlueLabs,188664611,6262077,2945232546,bd3fa6db085db8f73c6fc383bea7bcde,FALSE,BlueLabs meeting,TRUE,2023-04-26T20:08:32+00:00,8342459,,TRUE
2023-04-26 18:45:52,2023-04-26 20:01:52,1h 16m,4560,BlueLabs,188664611,6262077,2945126980,dd18fe30b874834a278ba3f6f02a1423,FALSE,(6764) Delete My Account Launch Report: Analysis,TRUE,2023-04-26T20:08:36+00:00,8342459,,TRUE
2023-04-26 18:18:23,2023-04-26 18:45:22,26m 59s,1619,BlueLabs,188664611,6262077,2945086508,95c70cf011335d92f9b4634d31749c87,FALSE,(6768) Plans Phase 2 Launch Report: Writing the Report,TRUE,2023-04-26T18:45:24+00:00,8342459,,TRUE
2023-04-26 17:35:47,2023-04-26 17:40:47,5m,300,BlueLabs,188664611,6262077,2945034633,4bcb9817113ad041a8e6f8733c00fb23,FALSE,BlueLabs meeting,TRUE,2023-04-26T17:40:52+00:00,8342459,,TRUE
2023-04-26 16:58:11,2023-04-26 17:35:11,37m,2220,BlueLabs,188664611,6262077,2944971859,16b83c6ce4041a38600b4a040bf1c487,FALSE,(6768) Plans Phase 2 Launch Report: Writing the Report,TRUE,2023-04-26T17:40:44+00:00,8342459,,TRUE
2023-04-26 16:07:46,2023-04-26 16:45:00,37m 14s,2234,BlueLabs,188664611,6262077,2944893342,612d99915f969a594b31ccf4c9854d5d,FALSE,(6768) Plans Phase 2 Launch Report: Writing the Report,TRUE,2023-04-26T16:55:13+00:00,8342459,,TRUE
2023-04-26 15:15:23,2023-04-26 15:51:20,35m 57s,2157,BlueLabs,188664611,6262077,2944795674,6e3d743d56561c622b4bd4e3aca6bd44,FALSE,(6768) Plans Phase 2 Launch Report: Writing the Report,TRUE,2023-04-26T15:51:23+00:00,8342459,,TRUE
2023-04-26 14:26:06,2023-04-26 15:07:06,41m,2460,BlueLabs,188664611,6262077,2944693119,5769658e2eff9a52e11e13fc5a845ac2,FALSE,(6768) Plans Phase 2 Launch Report: Writing the Report,TRUE,2023-04-26T15:13:35+00:00,8342459,,TRUE
2023-04-26 14:00:15,2023-04-26 14:17:15,17m,1020,BlueLabs,188664611,6262077,2944637667,5ed10d792d648bf18aa727809ac7fe70,FALSE,(6768) Plans Phase 2 Launch Report: Writing the Report,TRUE,2023-04-26T14:22:50+00:00,8342459,,TRUE
2023-04-26 13:37:44,2023-04-26 13:42:44,5m,300,responsibilities/chores,188625153,6262077,2944631518,142df4c78d0348c11662aba849ae3d63,FALSE,Clean up kitchen,TRUE,2023-04-26T14:00:10+00:00,8342459,,TRUE
2023-04-26 13:17:27,2023-04-26 13:29:06,11m 39s,699,responsibilities/chores,188625153,6262077,2944548527,94a365fc35c16cf1435762f6c7316d7d,FALSE,Water/tend plants,TRUE,2023-04-26T13:29:07+00:00,8342459,,TRUE
2023-04-25 21:34:33,2023-04-26 00:30:31,2h 55m 58s,10558,BlueLabs,188664611,6262077,2943498030,36b1185ba53df7d796c8e2c512f73cbf,FALSE,(6768) Plans Phase 2 Launch Report: Writing the Report,TRUE,2023-04-26T00:30:33+00:00,8342459,,TRUE
2023-04-25 18:24:51,2023-04-25 18:49:51,25m,1500,BlueLabs,188664611,6262077,2943264312,53e20dd96921b8e41b69ce1017d5f2f5,FALSE,(6768) Plans Phase 2 Launch Report: Writing the Report,TRUE,2023-04-25T21:34:10+00:00,8342459,,TRUE
2023-04-25 17:58:36,2023-04-25 18:02:36,4m,240,BlueLabs,188664611,6262077,2943226362,060dd10ba571478822627617ba2160b9,FALSE,(6768) Plans Phase 2 Launch Report: Writing the Report,TRUE,2023-04-25T18:05:14+00:00,8342459,,TRUE
2023-04-25 16:58:14,2023-04-25 17:46:09,47m 55s,2875,BlueLabs,188664611,6262077,2943137503,a10d7baa81a493004035e51fea9965e0,FALSE,(6768) Plans Phase 2 Launch Report: Writing the Report,TRUE,2023-04-25T17:46:11+00:00,8342459,,TRUE
2023-04-25 16:05:27,2023-04-25 16:12:27,7m,420,BlueLabs,188664611,6262077,2943053130,0c41284f726b3909260250350e67472a,FALSE,(6768) Plans Phase 2 Launch Report: Writing the Report,TRUE,2023-04-25T16:29:24+00:00,8342459,,TRUE
2023-04-25 15:00:20,2023-04-25 16:05:20,1h 5m,3900,BlueLabs,188664611,6262077,2942924656,18ad3806238ba41459d1985a66ec1b04,FALSE,BlueLabs meeting,TRUE,2023-04-25T16:06:03+00:00,8342459,,TRUE
2023-04-25 14:49:56,2023-04-25 15:00:56,11m,660,BlueLabs,188664611,6262077,2942905450,25f4a832461ef0eb6309f872528e5790,FALSE,(6768) Plans Phase 2 Launch Report: Writing the Report,TRUE,2023-04-25T16:29:24+00:00,8342459,,TRUE
2023-04-25 14:30:35,2023-04-25 14:48:35,18m,1080,BlueLabs,188664611,6262077,2942902735,ad91478fa962d2460d549449113345a6,FALSE,BlueLabs meeting,TRUE,2023-04-25T14:48:42+00:00,8342459,,TRUE
2023-04-25 13:33:41,2023-04-25 14:30:41,57m,3420,BlueLabs,188664611,6262077,2942742938,72d928b328be392b81462c299933df18,FALSE,(6767) Plans Phase 2 Launch Report: Analysis,TRUE,2023-04-25T14:48:27+00:00,8342459,,TRUE
2023-04-25 12:08:21,2023-04-25 13:23:21,1h 15m,4500,BlueLabs,188664611,6262077,2942574592,50e7333462ac6ceebd02f23096f46db6,FALSE,(6767) Plans Phase 2 Launch Report: Analysis,TRUE,2023-04-25T13:30:28+00:00,8342459,,TRUE
2023-04-24 18:46:04,2023-04-24 19:12:00,25m 56s,1556,read-books,188642142,6262077,2941485315,87edc5fb58e469782b2332ac73393f44,FALSE,Read Cosmic Banditos,TRUE,2023-04-24T19:59:41+00:00,8342459,,TRUE
2023-04-24 17:33:19,2023-04-24 18:13:52,40m 33s,2433,read-books,188642142,6262077,2941360871,62390fbbe3c1a64d186eed7ea640ca11,FALSE,Read Cosmic Banditos,TRUE,2023-04-24T18:13:53+00:00,8342459,,TRUE
2023-04-24 13:50:09,2023-04-24 14:11:00,20m 51s,1251,read-books,188642142,6262077,2940907766,63f4ab4d204503869a2cbeccf7e8fd92,FALSE,Read Cosmic Banditos,TRUE,2023-04-24T14:18:25+00:00,8342459,,TRUE
2023-04-24 13:27:19,2023-04-24 13:43:00,15m 41s,941,responsibilities/chores,188625153,6262077,2940855958,ff49e98529bf06314fc1ead1391fb6f1,FALSE,Grocery shop,TRUE,2023-04-24T13:50:08+00:00,8342459,,TRUE
2023-04-24 03:00:00,2023-04-24 03:35:00,35m,2100,responsibilities/chores,188625153,6262077,2939987804,476cbdd84b2821a3c94c0fa1019c8050,FALSE,Clean up room/bathroom,TRUE,2023-04-24T03:47:18+00:00,8342459,,TRUE
2023-04-23 20:21:33,2023-04-23 21:05:00,43m 27s,2607,responsibilities/chores,188625153,6262077,2939795954,f026e8c474f949e6b00c4da10654f7c0,FALSE,Taxes,TRUE,2023-04-23T21:25:08+00:00,8342459,,TRUE
2023-04-23 15:24:41,2023-04-23 16:52:44,1h 28m 3s,5283,read-books,188642142,6262077,2939695032,198c9982fa7303c630a32bcc31716f1c,FALSE,Read Cosmic Banditos,TRUE,2023-04-23T16:52:45+00:00,8342459,,TRUE
2023-04-23 02:00:34,2023-04-23 02:28:03,27m 29s,1649,responsibilities/chores,188625153,6262077,2939501000,1b4559a1c9832017a3aad86d24a2ee4f,FALSE,Clean up kitchen,TRUE,2023-04-23T02:28:04+00:00,8342459,,TRUE
2023-04-22 18:34:34,2023-04-22 19:34:30,59m 56s,3596,responsibilities/chores,188625153,6262077,2939411647,8903232c2bb4378c885ee87c896bf20a,FALSE,Clean up room/bathroom,TRUE,2023-04-22T19:34:31+00:00,8342459,,TRUE
2023-04-22 18:14:14,2023-04-22 18:34:32,20m 18s,1218,responsibilities/chores,188625153,6262077,2939406485,f01358d361c58ee981def6b43a52993d,FALSE,Laundry,TRUE,2023-04-22T18:34:34+00:00,8342459,,TRUE
2023-04-22 16:39:36,2023-04-22 17:12:32,32m 56s,1976,responsibilities/chores,188625153,6262077,2939380980,f9af3154efb5c6611ed7e35f87522e72,FALSE,Clean up room/bathroom,TRUE,2023-04-22T17:12:33+00:00,8342459,,TRUE
2023-04-22 16:21:03,2023-04-22 16:34:00,12m 57s,777,responsibilities/chores,188625153,6262077,2939375337,ffa4c394c1e710c62c6d8d9de83dacc6,FALSE,Laundry,TRUE,2023-04-22T16:32:02+00:00,8342459,,TRUE
2023-04-22 01:41:45,2023-04-22 02:22:00,40m 15s,2415,responsibilities/chores,188625153,6262077,2939165145,a5d6319f4a7f584a7e6800be57bda013,FALSE,Clean up room/bathroom,TRUE,2023-04-22T02:31:08+00:00,8342459,,TRUE
2023-04-19 20:02:18,2023-04-19 20:11:18,9m,540,BlueLabs,188664611,6262077,2935609218,263d374365c6d905e7690be5eaeb27f4,FALSE,BlueLabs meeting,TRUE,2023-04-19T20:11:27+00:00,8342459,,TRUE
2023-04-19 18:27:51,2023-04-19 19:30:06,1h 2m 15s,3735,BlueLabs,188664611,6262077,2935484205,f75e50a826a394563c7809fe8839ce9b,FALSE,(6767) Plans Phase 2 Launch Report: Analysis,TRUE,2023-04-19T19:30:08+00:00,8342459,,TRUE
2023-04-19 18:15:01,2023-04-19 18:26:01,11m,660,BlueLabs,188664611,6262077,2935475534,3a4267a481ac21750ff5b671bd13819c,FALSE,BlueLabs meeting,TRUE,2023-04-19T18:27:48+00:00,8342459,,TRUE
2023-04-19 16:43:53,2023-04-19 18:15:53,1h 32m,5520,BlueLabs,188664611,6262077,2935336560,3f8a72797a20ea8668d65733ef9ff94e,FALSE,(6767) Plans Phase 2 Launch Report: Analysis,TRUE,2023-04-19T18:20:58+00:00,8342459,,TRUE
2023-04-19 16:30:00,2023-04-19 16:43:00,13m,780,BlueLabs,188664611,6262077,2935316742,dc148e393e380c99d74c23e8120c9204,FALSE,BlueLabs meeting,TRUE,2023-04-19T16:43:49+00:00,8342459,,TRUE
2023-04-19 15:58:26,2023-04-19 16:30:56,32m 30s,1950,BlueLabs,188664611,6262077,2935260964,1d3538c93a04db1a8d41aa6002a64602,FALSE,(6767) Plans Phase 2 Launch Report: Analysis,TRUE,2023-04-19T16:30:58+00:00,8342459,,TRUE
2023-04-19 15:52:57,2023-04-19 15:58:24,5m 27s,327,BlueLabs,188664611,6262077,2935250971,19b73740c7d33bbbc93ff9989b477ba0,FALSE,(6764) Delete My Account Launch Report: Analysis,TRUE,2023-04-19T15:58:25+00:00,8342459,,TRUE
2023-04-19 15:21:19,2023-04-19 15:50:19,29m,1740,BlueLabs,188664611,6262077,2935191905,d05124abd00b6f3a451c32fbdf77f942,FALSE,(6767) Plans Phase 2 Launch Report: Analysis,TRUE,2023-04-19T15:52:36+00:00,8342459,,TRUE
2023-04-19 14:11:36,2023-04-19 14:27:00,15m 24s,924,responsibilities/chores,188625153,6262077,2935048141,a87c874ef9b60b8022898e381cc245f9,FALSE,Grocery shop,TRUE,2023-04-19T14:32:15+00:00,8342459,,TRUE
2023-04-19 13:30:24,2023-04-19 14:00:24,30m,1800,BlueLabs,188664611,6262077,2935027170,637409718516b574db810bd8fcf9516d,FALSE,BlueLabs meeting,TRUE,2023-04-19T14:02:40+00:00,8342459,,TRUE
2023-04-18 20:43:33,2023-04-18 22:39:49,1h 56m 16s,6976,responsibilities/chores,188625153,6262077,2933826021,484098588f66f9046de19204e69b18a5,FALSE,Clean up room/bathroom,TRUE,2023-04-18T22:39:50+00:00,8342459,,TRUE
2023-04-18 20:32:24,2023-04-18 20:43:30,11m 6s,666,read/watch-arts/vids/news,189619943,6262077,2933814477,2b53310af810f602603b13d150e8dca1,FALSE,Read Baffler mag,TRUE,2023-04-18T20:43:31+00:00,8342459,,TRUE
2023-04-18 18:54:19,2023-04-18 20:32:11,1h 37m 52s,5872,responsibilities/chores,188625153,6262077,2933687137,3918eff574f45c4f8ab818e4261d4934,FALSE,Clean up room/bathroom,TRUE,2023-04-18T20:32:13+00:00,8342459,,TRUE
2023-04-18 14:09:24,2023-04-18 15:45:00,1h 35m 36s,5736,BlueLabs,188664611,6262077,2933201709,aecc1b491e01deb1ef349ed829abb93b,FALSE,(6767) Plans Phase 2 Launch Report: Analysis,TRUE,2023-04-18T18:54:16+00:00,8342459,,TRUE
2023-04-18 14:00:14,2023-04-18 14:09:14,9m,540,BlueLabs,188664611,6262077,2933201301,69aa09ffc9d891b282ef0ac824bb7b87,FALSE,(6767) Plans Phase 2 Launch Report: Analysis,TRUE,2023-04-18T14:09:21+00:00,8342459,,TRUE
2023-04-18 00:44:06,2023-04-18 01:40:00,55m 54s,3354,pers-project,188708887,6262077,2932147465,f31cae55d184712a58c345cd01689b5a,FALSE,Build Shiny app for time tracking goals,TRUE,2023-04-18T19:00:52+00:00,8342459,,TRUE
2023-04-17 23:48:47,2023-04-18 00:30:16,41m 29s,2489,organize/build-skills,188642138,6262077,2932107784,81ec0697467b1473ced0ffdffb58c44d,FALSE,DSA Pgh general work,TRUE,2023-04-18T00:30:16+00:00,8342459,,TRUE
2023-04-17 20:56:12,2023-04-17 21:17:58,21m 46s,1306,responsibilities/chores,188625153,6262077,2931962670,4253ab7efbbe73bcebb6dca643450912,FALSE,Clean up room/bathroom,TRUE,2023-04-17T21:17:59+00:00,8342459,,TRUE
2023-04-17 20:46:04,2023-04-17 20:56:12,10m 8s,608,responsibilities/chores,188625153,6262077,2931950581,636757f41194f3775691e2a1a977a3a1,FALSE,Laundry,TRUE,2023-04-17T20:56:12+00:00,8342459,,TRUE
2023-04-17 20:09:40,2023-04-17 20:25:40,16m,960,organize/build-skills,188642138,6262077,2931906708,5858219ff7f15c3459e4644df926ddf5,FALSE,DSA Pgh general work,TRUE,2023-04-17T23:43:43+00:00,8342459,,TRUE
2023-04-17 19:45:09,2023-04-17 19:54:09,9m,540,BlueLabs,188664611,6262077,2931885663,f06f02d7590188a20ea61f433259b4b9,FALSE,BlueLabs meeting,TRUE,2023-04-17T19:54:14+00:00,8342459,,TRUE
2023-04-17 19:25:53,2023-04-17 19:45:53,20m,1200,BlueLabs,188664611,6262077,2931849521,9cd416cfc4fac14f7236af3a76fd3b09,FALSE,(6767) Plans Phase 2 Launch Report: Analysis,TRUE,2023-04-17T19:54:03+00:00,8342459,,TRUE
2023-04-17 19:00:46,2023-04-17 19:17:46,17m,1020,BlueLabs,188664611,6262077,2931839385,483e72e40cace223f584ba2f4f557149,FALSE,BlueLabs meeting,TRUE,2023-04-17T19:17:52+00:00,8342459,,TRUE
2023-04-17 18:16:45,2023-04-17 19:00:45,44m,2640,BlueLabs,188664611,6262077,2931755551,8e047aec20dc4fdc452b40615055d58f,FALSE,(6767) Plans Phase 2 Launch Report: Analysis,TRUE,2023-04-17T19:17:41+00:00,8342459,,TRUE
2023-04-17 17:25:26,2023-04-17 17:30:26,5m,300,BlueLabs,188664611,6262077,2931679906,d9b4ceccbdb97f0a8eea2b72a27c0c84,FALSE,(6767) Plans Phase 2 Launch Report: Analysis,TRUE,2023-04-17T18:16:37+00:00,8342459,,TRUE
2023-04-17 17:09:08,2023-04-17 17:15:08,6m,360,BlueLabs,188664611,6262077,2931655318,0cc9a6fb66fcdab081fe75de6d9b8c9c,FALSE,(6767) Plans Phase 2 Launch Report: Analysis,TRUE,2023-04-17T17:20:15+00:00,8342459,,TRUE
